sample_size,seed,perspective,scenario,is_reference,decision_eligible,mean_net_benefit_eur,median_net_benefit_eur,p10_net_benefit_eur,p90_net_benefit_eur,probability_positive,probability_nonnegative,worst_decile_mean_eur,mean_regret_eur,p95_regret_eur,best_option_share,mean_pv_replacement_cost_eur,mean_replacement_count,preference_utility_probability_positive,preference_utility_worst_decile_mean_eur,preference_utility_median_net_benefit_eur,preference_based_score,conditional_preference_rank,pareto_on_core_metrics,positive_frequency_wilson95_low,positive_frequency_wilson95_high,comparison_sample_size,is_largest_sample_reference,abs_difference_vs_largest_mean_net_benefit_eur,abs_difference_vs_largest_probability_positive,abs_difference_vs_largest_p10_net_benefit_eur,abs_difference_vs_largest_worst_decile_mean_eur,abs_difference_vs_largest_p95_regret_eur,within_diagnostic_tolerances,metrics_evaluated
10000,20260726,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
10000,20260726,tenant,Deep renovation + PV,False,True,1320776.9292363275,1242063.0178122092,767492.1559713165,1984381.7741220377,1.0,1.0,642917.53834164,0.0,0.0,1.0,727442.5760290235,5.3733,1.0,1.0,1.0,0.9999999999999999,1,True,0.9996160016293234,1.0,25000,False,7763.019498322159,0.0,809.0401593878632,2120.467744139023,0.0,True,5
10000,20260726,tenant,Envelope + heat pump,False,True,746442.750189955,700421.1621291691,426514.1166291501,1131751.9471052457,1.0,1.0,353953.5279392072,574334.1790463725,970570.8395861603,0.0,338816.12010782544,2.5403,1.0,1.0,1.0,0.9999999999999999,1,False,0.9996160016293234,1.0,25000,False,4476.253477822058,0.0,686.594601350429,1257.1862710973364,1142.0254045992624,True,5
10000,20260726,tenant,Envelope retrofit,False,True,372347.58776902524,350254.64924523886,217159.9321133826,558286.7985113,1.0,1.0,182454.39352116644,948429.3414673023,1625591.4236395846,0.0,83713.76431860725,1.5028,1.0,1.0,0.8502546492452389,0.9475891272358334,3,False,0.9996160016293234,1.0,25000,False,2177.0387280727155,0.0,424.9026731310878,590.0257655481983,3266.3107180667575,True,5
10000,20260726,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1320776.9292363275,2261399.218592416,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,5035.183362013195,True,5
10000,20260726,combined_private,Deep renovation + PV,False,True,-685815.0013713983,-726218.1454107135,-1371302.7543831323,53761.8460771281,0.1148,0.1148,-1625829.599168383,786930.2398632177,1566012.862753,0.0213,727442.5760290235,5.3733,0.1148,0.0,0.0,0.03444,4,False,0.1086993833637451,0.12119644898102414,25000,False,8593.747467607725,0.005400000000000002,6043.714622217929,11090.376882345881,8452.064929184737,True,5
10000,20260726,combined_private,Envelope + heat pump,False,True,-98535.33218920596,-127113.1143104246,-466506.4899170952,313775.3271781698,0.3365,0.3365,-594212.3561478612,199650.57068102533,563129.4849986233,0.1905,338816.12010782544,2.5403,0.3365,0.20771685846951837,0.3728868856895754,0.3041613104556828,3,False,0.3273032808300025,0.3458222866372087,25000,False,5176.323019185875,0.007579999999999976,2066.9077877007658,5378.26014278119,2189.510727025103,True,5
10000,20260726,combined_private,Envelope retrofit,False,True,25438.06548944825,10716.143332460528,-156904.7524510994,231230.58808087007,0.5299,0.5299,-213787.98515465754,75677.17300237113,242424.1065578852,0.3181,83713.76431860725,1.5028,0.5299,0.7149493531271234,0.5107161433324605,0.5879529237608543,1,True,0.5201081081244103,0.5396689287730232,25000,False,2323.861425107847,0.0032200000000000006,1263.9643576280796,192.54772734307335,2698.7441934644594,True,5
10000,20260726,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101115.23849181939,467504.4961466273,0.4701,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,11458.526856795594,True,5
25000,20260726,owner,Deep renovation + PV,False,True,-2005761.2026384403,-1980961.378195782,-2457188.7245024517,-1589796.7161790624,0.0,0.0,-2661775.136506877,2005761.2026384403,2603014.72955265,0.0,726724.9183847888,5.36996,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,owner,Envelope + heat pump,False,True,-844278.0128377973,-831959.251912276,-1048148.3630269737,-655907.5480183632,0.0,0.0,-1147153.4275110837,844278.0128377973,1118374.3170035519,0.0,338278.9672481325,2.53832,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,owner,Envelope retrofit,False,True,-346762.6995825419,-341973.6502591047,-445361.5867061336,-254287.88729981572,0.0,0.0,-488360.1459567483,346762.6995825419,477327.07069571543,0.0,83629.71949592167,1.5022,0.0,0.3488531387243356,0.15802634974089533,0.1774078209628308,2,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,tenant,Deep renovation + PV,False,True,1328539.9487346497,1247815.9296476566,768301.1961307044,1997845.031076952,1.0,1.0,645038.006085779,0.0,0.0,1.0,726724.9183847888,5.36996,1.0,1.0,1.0,0.9999999999999999,1,True,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,tenant,Envelope + heat pump,False,True,750919.003667777,704231.1130682607,427200.71123050054,1138744.9711515794,1.0,1.0,355210.71421030455,577620.9450668724,971712.8649907595,0.0,338278.9672481325,2.53832,1.0,1.0,1.0,0.9999999999999999,1,False,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,tenant,Envelope retrofit,False,True,374524.62649709795,351853.2305164607,217584.83478651367,562255.4685335547,1.0,1.0,183044.41928671463,954015.3222375516,1628857.7343576513,0.0,83629.71949592167,1.5022,1.0,1.0,0.8518532305164607,0.9481486306807612,3,False,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1328539.9487346497,2266434.401954429,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,combined_private,Deep renovation + PV,False,True,-677221.2539037906,-717606.945677171,-1377346.4690053503,71315.13461690955,0.1202,0.1202,-1614739.2222860372,781844.5944844595,1557560.7978238154,0.02184,726724.9183847888,5.36996,0.1202,0.0,0.0,0.03606,4,False,0.11622714963222787,0.12428955132050397,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,combined_private,Envelope + heat pump,False,True,-93359.00917002009,-124074.53278939289,-468573.397704796,325634.76372953923,0.34408,0.34408,-588834.09600508,197982.349750689,560939.9742715982,0.19392,338278.9672481325,2.53832,0.34408,0.21488787199322662,0.37592546721060716,0.3100086687213418,3,False,0.3382154711562799,0.3499924383027774,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,combined_private,Envelope retrofit,False,True,27761.926914556097,12482.340443310128,-158168.71680872748,234647.0009531177,0.53312,0.53312,-213595.43742731446,76861.41366611286,245122.85075134967,0.31736,83629.71949592167,1.5022,0.53312,0.7152060834302474,0.5124823404433102,0.5896269483557451,1,True,0.5269310467217388,0.539298776512715,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260726,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104623.34058066894,478963.0230034229,0.46688,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
1000,20260903,owner,Deep renovation + PV,False,True,-2010662.5698319974,-1971316.0487218935,-2472729.4130347082,-1586602.7280034733,0.0,0.0,-2709806.3156039054,2010662.5698319974,2654452.812334007,0.0,729395.7711130184,5.363,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,3940.1774991177954,0.0,10483.20975835668,42486.07613482466,35073.842475170735,False,5
1000,20260903,owner,Envelope + heat pump,False,True,-846896.8957684524,-826950.4692386969,-1051996.8176114166,-656317.0594429803,0.0,0.0,-1171571.6577526443,846896.8957684524,1155554.0774167145,0.0,340164.5060647535,2.532,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,2316.931232712115,0.0,2621.734445509268,22672.51057468378,32018.62042257469,False,5
1000,20260903,owner,Envelope retrofit,False,True,-346982.37563743995,-340096.4588424931,-448662.0804924312,-253685.70710845062,0.0,0.0,-494302.73479502223,346982.37563743995,480742.764276306,0.0,83477.64320367476,1.493,0.0,0.34092968693997033,0.15990354115750688,0.175291629834117,2,False,2.168404344971009e-19,0.0038267584855551234,25000,False,39.49039622582495,0.0,1279.7132656880422,4835.524087614089,1668.896394895739,True,5
1000,20260903,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
1000,20260903,tenant,Deep renovation + PV,False,True,1346040.4568745457,1265996.9281963466,800450.2345005965,2011429.5402151349,1.0,1.0,656420.9211832106,0.0,0.0,1.0,729395.7711130184,5.363,1.0,1.0,1.0,0.9999999999999999,1,True,0.996173241514445,1.0,25000,False,10867.474158247001,0.0,35255.50682221062,15796.876557300217,0.0,False,5
1000,20260903,tenant,Envelope + heat pump,False,True,761041.4103335558,714317.7101171308,443998.36723873584,1148134.3314375044,1.0,1.0,361498.3883168458,584999.0465409897,996875.4395093266,0.0,340164.5060647535,2.532,1.0,1.0,1.0,0.9999999999999999,1,False,0.996173241514445,1.0,25000,False,6251.363636037102,0.0,19211.56831369229,8883.362432363327,17039.00325673027,True,5
1000,20260903,tenant,Envelope retrofit,False,True,379428.36723502504,357623.28759488923,226502.5278665296,565886.76273142,1.0,1.0,186267.2506155361,966612.0896395204,1670707.952320664,0.0,83477.64320367476,1.493,1.0,1.0,0.8576232875948893,0.9501681506582111,3,False,0.996173241514445,1.0,25000,False,3049.5729418246774,0.0,9856.904531006381,4454.541219879378,27710.68791392329,True,5
1000,20260903,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1346040.4568745457,2324143.678332412,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,38619.654589646496,False,5
1000,20260903,combined_private,Deep renovation + PV,False,True,-664622.1129574517,-700246.3825022107,-1383789.9291279349,56182.7069815984,0.118,0.118,-1623256.2850876057,776271.7260794778,1570309.3040237906,0.035,729395.7711130184,5.363,0.118,0.0,0.0,0.035399999999999994,4,False,0.09945155840122327,0.13947208508174083,25000,False,6927.29665912909,0.0069200000000000095,2948.846288995119,3156.0605272392277,5045.63135277573,True,5
1000,20260903,combined_private,Envelope + heat pump,False,True,-85855.48543489665,-116286.50776580661,-482185.45006905,314372.9739052815,0.347,0.347,-589704.6267798817,197505.09855692266,566478.2182044066,0.184,340164.5060647535,2.532,0.347,0.21372716429349112,0.3837134922341934,0.31320422978468954,3,False,0.3181329587536671,0.37703802934291275,25000,False,3934.432403325016,0.00015999999999999348,7515.507505433983,1375.36991804454,1754.825222094194,True,5
1000,20260903,combined_private,Envelope retrofit,False,True,32445.99159758508,9570.746596624238,-155354.49984096133,239591.22046201836,0.529,0.529,-209466.20679974766,79203.62152444097,251846.1336914148,0.31,83477.64320367476,1.493,0.529,0.7207117242670031,0.5095707465966243,0.5892988648022696,1,True,0.49801049370900147,0.5597675542988364,25000,False,3010.0825455987797,0.0023999999999999577,4076.63338336593,4860.702246499626,3146.7090797984856,True,5
1000,20260903,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111649.61312202604,499153.96087342605,0.471,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,534.5295915746246,True,5
2500,20260903,owner,Deep renovation + PV,False,True,-2019965.8388849797,-1990929.8668468148,-2477297.351748847,-1607142.8664818173,0.0,0.0,-2688004.304010615,2019965.8388849797,2648176.31428355,0.0,733217.4514235347,5.37,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,13243.446552100126,0.0,15051.148472495377,20684.06454153452,28797.344424713403,False,5
2500,20260903,owner,Envelope + heat pump,False,True,-850443.3538261468,-835751.9302758973,-1054088.0565304563,-662192.9342319263,0.0,0.0,-1158310.3497682186,850443.3538261468,1136495.1637316355,0.0,341209.2581534433,2.534,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,5863.389290406485,0.0,4712.9733645489905,9411.202590258094,12959.706737495726,True,5
2500,20260903,owner,Envelope retrofit,False,True,-348765.7776079772,-344325.0563551013,-451860.33802546124,-253965.27371714814,0.0,0.0,-493655.42037467216,348765.7776079772,483082.4673323546,0.0,84020.71718205974,1.4972,0.0,0.34179277283377046,0.1556749436448987,0.17411370076753419,2,False,0.0,0.001534226061782461,25000,False,1822.892366763088,0.0,4477.970798718103,4188.209667264018,4008.5994509442826,True,5
2500,20260903,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
2500,20260903,tenant,Deep renovation + PV,False,True,1332406.8141403517,1249686.695523805,774904.6818312095,2005205.2465100777,1.0,1.0,642592.1350607731,0.0,0.0,1.0,733217.4514235347,5.37,1.0,1.0,1.0,0.9999999999999999,1,True,0.9984657739382173,0.9999999999999999,25000,False,2766.16857594694,0.0,9709.954152823542,1968.0904348627664,0.0,True,5
2500,20260903,tenant,Envelope + heat pump,False,True,753146.449518577,705687.7750925578,429948.1029648112,1143756.4704771426,1.0,1.0,353513.5695655943,579260.3646217748,998735.4730476984,0.0,341209.2581534433,2.534,1.0,1.0,1.0,0.9999999999999999,1,False,0.9984657739382173,0.9999999999999999,25000,False,1643.597178941709,0.0,5161.304039767652,898.543681111827,18899.03679510206,True,5
2500,20260903,tenant,Envelope retrofit,False,True,375609.3276603084,352378.1285246492,219186.3944045906,563826.7538838491,1.0,1.0,182396.58601198375,956797.4864800434,1674414.8914622082,0.0,84020.71718205974,1.4972,1.0,1.0,0.8523781285246492,0.9483323449836272,3,False,0.9984657739382173,0.9999999999999999,25000,False,769.4666328919702,0.0,2540.771069067385,583.8766163270338,31417.627055467572,False,5
2500,20260903,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1332406.8141403517,2329232.9297782704,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,43708.90603550477,False,5
2500,20260903,combined_private,Deep renovation + PV,False,True,-687559.0247446276,-730066.3807056502,-1404468.542108155,76044.9658137107,0.1184,0.1184,-1642650.9353978797,795176.3323311958,1605250.1237012434,0.0252,733217.4514235347,5.37,0.1184,0.0,0.0,0.03552,4,False,0.10631709495349694,0.13165382637685547,25000,False,16009.615128046833,0.006519999999999998,23627.459269215353,22550.71083751321,39986.45103022852,False,5
2500,20260903,combined_private,Envelope + heat pump,False,True,-97296.90430756971,-127123.29174850075,-486893.35724128695,321231.9285623635,0.3384,0.3384,-598374.282354232,204914.21189413796,573810.982272515,0.1816,341209.2581534433,2.534,0.3384,0.2021676235276906,0.3728767082514992,0.3027855161227164,3,False,0.32011276579478337,0.35718309606838466,25000,False,7506.986469348049,0.008440000000000003,12223.414677670924,7294.285656305845,9087.589290202595,True,5
2500,20260903,combined_private,Envelope retrofit,False,True,26843.55005233124,9445.19002922811,-161456.749131553,234087.2341371441,0.5248,0.5248,-215649.95032249502,80773.75753423701,250149.11682690537,0.318,84020.71718205974,1.4972,0.5248,0.71246673290334,0.5094451900292281,0.5851091730263988,1,True,0.5052014207110802,0.5443224816762555,25000,False,2592.358999655062,0.006599999999999939,2025.6159072257287,1323.0412762477354,1449.6922152890475,True,5
2500,20260903,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107617.30758656826,500152.70683042845,0.4752,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,1533.2755485770176,True,5
5000,20260903,owner,Deep renovation + PV,False,True,-2018342.6211223686,-1989345.00223339,-2479701.2882560235,-1594292.9461132367,0.0,0.0,-2686094.5863129618,2018342.6211223686,2651326.3967374987,0.0,731494.8789416882,5.3804,0.0,0.0,0.0,0.0,3,False,0.0,0.0007677019450571244,25000,False,11620.228789489018,0.0,17455.084979671985,18774.346843881067,31947.426878662314,False,5
5000,20260903,owner,Envelope + heat pump,False,True,-849790.3801554489,-835816.5130264277,-1055088.290987829,-656906.8232728784,0.0,0.0,-1158219.0679330362,849790.3801554489,1134829.1445460415,0.0,340321.61387865106,2.5452,0.0,0.0,0.0,0.0,3,False,0.0,0.0007677019450571244,25000,False,5210.415619708598,0.0,5713.207821921678,9319.920755075756,11293.687551901676,True,5
5000,20260903,owner,Envelope retrofit,False,True,-349621.05193828256,-344049.4385131007,-451319.679861971,-254551.61497977385,0.0,0.0,-493278.39788969693,349621.05193828256,483063.58894028247,0.0,84757.97093098979,1.5098,0.0,0.34229546948040407,0.15595056148689934,0.17438611083855618,2,False,0.0,0.0007677019450571244,25000,False,2678.166697068431,0.0,3937.312635227863,3811.1871822887915,3989.721058872179,True,5
5000,20260903,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
5000,20260903,tenant,Deep renovation + PV,False,True,1333896.0284761568,1252176.6318865023,771877.6255995998,2011029.2529485873,1.0,1.0,644151.0789487469,0.0,0.0,1.0,731494.8789416882,5.3804,1.0,1.0,1.0,0.9999999999999999,1,True,0.9992322980549431,1.0,25000,False,1276.9542401419021,0.0,6682.89792121388,3527.0343228365527,0.0,True,5
5000,20260903,tenant,Envelope + heat pump,False,True,754025.8182410258,707169.5690579602,428292.74467829755,1146086.0753668451,1.0,1.0,354574.71264667535,579870.2102351312,982171.9803133574,0.0,340321.61387865106,2.5452,1.0,1.0,1.0,0.9999999999999999,1,False,0.9992322980549431,1.0,25000,False,764.228456492885,0.0,3505.9457532539964,1959.6867621928686,2335.544060761109,True,5
5000,20260903,tenant,Envelope retrofit,False,True,376024.29162172973,353100.9525234569,218760.17039978984,565720.9512654395,1.0,1.0,182815.7339691286,957871.7368544271,1646017.6695714039,0.0,84757.97093098979,1.5098,1.0,1.0,0.8531009525234569,0.9485853333832097,3,False,0.9992322980549431,1.0,25000,False,354.5026714706328,0.0,2114.5470642666332,1003.0245734718919,3020.4051646632142,True,5
5000,20260903,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1333896.0284761568,2289850.1392333247,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,4326.115490559023,True,5
5000,20260903,combined_private,Deep renovation + PV,False,True,-684446.592646212,-726680.6113234462,-1387492.758982002,75188.50247108792,0.1192,0.1192,-1630034.9930589313,790256.5076564478,1586719.0095247729,0.0256,731494.8789416882,5.3804,0.1192,0.0,0.0,0.03576,4,False,0.11050971686933804,0.1284749649320175,25000,False,12897.183029631153,0.005720000000000003,6651.676143062301,9934.768498564838,21455.336853757966,False,5
5000,20260903,combined_private,Envelope + heat pump,False,True,-95764.56191442325,-126983.35785066051,-477097.2159601697,323189.79528655607,0.3414,0.3414,-592604.2565245185,201574.47692465913,571077.745570834,0.1836,340321.61387865106,2.5452,0.3414,0.20986099130064204,0.3730166421493395,0.30642717170749356,3,False,0.3283829003809966,0.35466061467597554,25000,False,5974.6440762015845,0.00544,2427.2733965536463,1524.2598265922861,6354.352588521666,True,5
5000,20260903,combined_private,Envelope retrofit,False,True,26403.239683447184,9064.63153855404,-161404.6771771262,233900.73325604625,0.5236,0.5236,-214915.5243702802,79406.67532678871,248701.3402009501,0.3144,84757.97093098979,1.5098,0.5236,0.7134459675062931,0.5090646315385541,0.5849587096656965,1,True,0.5097435934944293,0.5374201709737639,25000,False,3032.6693685391183,0.007800000000000029,1973.5439527989365,588.6153240329295,1.9155893337738235,True,5
5000,20260903,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105809.91501023591,489553.8937315299,0.4764,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,9065.537550321547,True,5
10000,20260903,owner,Deep renovation + PV,False,True,-2011228.9398632604,-1985020.3390716324,-2469477.130506429,-1590226.5552499176,0.0,0.0,-2668680.5275002345,2011228.9398632604,2622146.52267359,0.0,729916.1635883122,5.3811,0.0,0.0,0.0,0.0,3,False,0.0,0.00038399837067659573,25000,False,4506.547530380776,0.0,7230.92723007733,1360.2880311538465,2767.552814753726,True,5
10000,20260903,owner,Envelope + heat pump,False,True,-846486.5460597508,-834998.047605963,-1051524.5384905841,-654976.9269080226,0.0,0.0,-1150437.7122612607,846486.5460597508,1125719.4672820475,0.0,339408.6189015733,2.5431,0.0,0.0,0.0,0.0,3,False,0.0,0.00038399837067659573,25000,False,1906.5815240105148,0.0,2149.455324676819,1538.5650833002292,2184.010287907673,True,5
10000,20260903,owner,Envelope retrofit,False,True,-348004.8485045993,-343072.5539390653,-448639.89356603706,-253404.45278053236,0.0,0.0,-490050.5465558566,348004.8485045993,479470.9059018464,0.0,84354.93525833795,1.5071,0.0,0.34659927125885787,0.1569274460609347,0.1762343510619274,2,False,0.0,0.00038399837067659573,25000,False,1061.9632633851725,0.0,1257.5263392939232,583.3358484484488,397.03802043612814,True,5
10000,20260903,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
10000,20260903,tenant,Deep renovation + PV,False,True,1330700.2628738112,1249109.9391032232,766554.9353994447,2005893.4787191658,1.0,1.0,640023.48351485,0.0,0.0,1.0,729916.1635883122,5.3811,1.0,1.0,1.0,0.9999999999999999,1,True,0.9996160016293234,1.0,25000,False,4472.7198424874805,0.0,1360.207721058745,600.5611110603204,0.0,True,5
10000,20260903,tenant,Envelope + heat pump,False,True,752197.2773934875,704694.7028015467,425335.1064556908,1143744.0322692222,1.0,1.0,352350.09131685225,578502.9854803236,973587.8193907326,0.0,339408.6189015733,2.5431,1.0,1.0,1.0,0.9999999999999999,1,False,0.9996160016293234,1.0,25000,False,2592.769304031157,0.0,548.3075306472601,264.9345676302328,6248.61686186376,True,5
10000,20260903,tenant,Envelope retrofit,False,True,375126.25103348296,352300.7547914786,217226.04765472503,564195.3230165639,1.0,1.0,181633.87114009453,955574.0118403282,1632460.4910451416,0.0,84354.93525833795,1.5071,1.0,1.0,0.8523007547914786,0.9483052641770173,3,False,0.9996160016293234,1.0,25000,False,1252.5432597174076,0.0,580.4243192018184,178.83825556217926,10536.773361599073,True,5
10000,20260903,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1330700.2628738112,2271035.543956205,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,14488.47978656087,True,5
10000,20260903,combined_private,Deep renovation + PV,False,True,-680528.6769894491,-726385.4871375031,-1391350.7948286007,82026.36693487447,0.1216,0.1216,-1629226.7977423056,787210.7161789512,1577143.082761,0.0243,729916.1635883122,5.3811,0.1216,0.0,0.0,0.03648,4,False,0.11533926873125769,0.12815134123567035,25000,False,8979.267372868257,0.0033200000000000035,10509.71198966098,9126.573181939078,11879.410089985002,True,5
10000,20260903,combined_private,Envelope + heat pump,False,True,-94289.26866626336,-127911.07523304394,-479675.96590730484,329167.8918374216,0.3399,0.3399,-593278.7039127677,200971.30785576554,566302.4253555343,0.1919,339408.6189015733,2.5431,0.3399,0.20896172811630973,0.3720889247669561,0.305337728509143,3,False,0.33067919813078656,0.3492437581475039,25000,False,4499.350828041701,0.006940000000000002,5006.023343688808,2198.7072148415027,1579.0323732219404,True,5
10000,20260903,combined_private,Envelope retrofit,False,True,27121.402528883726,9619.275831872095,-162011.48671735486,236578.98051350669,0.5248,0.5248,-215930.96699959796,79560.63666061845,249611.27899139855,0.3086,84354.93525833795,1.5071,0.5248,0.712092044000536,0.509619275831872,0.5850389619413427,1,True,0.515004593691615,0.5345763599891995,25000,False,2314.5065231025765,0.006599999999999939,2580.353493027593,1604.0579533506825,911.8543797822203,True,5
10000,20260903,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106682.03918950217,488831.91752213764,0.4752,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,9787.513759713795,True,5
25000,20260903,owner,Deep renovation + PV,False,True,-2006722.3923328796,-1981768.0218887557,-2462246.2032763516,-1585231.7698102393,0.0,0.0,-2667320.2394690807,2006722.3923328796,2619378.9698588364,0.0,727390.215540031,5.3736,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260903,owner,Envelope + heat pump,False,True,-844579.9645357403,-832695.0571090897,-1049375.0831659073,-653556.8650247455,0.0,0.0,-1148899.1471779605,844579.9645357403,1123535.4569941398,0.0,338330.5194963846,2.53728,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260903,owner,Envelope retrofit,False,True,-346942.8852412141,-342309.8250632917,-447382.36722674314,-252812.7040869158,0.0,0.0,-489467.21070740814,346942.8852412141,479073.8678814103,0.0,83701.23907467928,1.50088,0.0,0.34737705239012245,0.15769017493670828,0.17677352956439074,2,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260903,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,20260903,tenant,Deep renovation + PV,False,True,1335172.9827162987,1251787.210739945,765194.7276783859,2015143.1114985084,1.0,1.0,640624.0446259103,0.0,0.0,1.0,727390.215540031,5.3736,1.0,1.0,1.0,0.9999999999999999,1,True,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
